Factor	2-amino-2-methylpropanoic_acid	2-hydroxycinnamic_acid	2-hydroxyphenylacetic_acid	2-methylmaleic_acid	2-oxovaleric_acid	2-quinolinecarboxylic_acid	2_3-dihydroxybenzoic_acid	2_3cyclic_AMP	2_5-dihydroxybenzoic_acid	2deoxyadenosine	2deoxyguanosine	3-dehydroshikimic_acid	3-hydroxybenzoic_acid	3-hydroxykynurenine	3-methoxy-4-hydroxymandelic_acid	3-methyglutaric_acid	3-methyladenine	3_4-dihydroxybenzoic_acid	32-hydroxyphenyl_propanoic_acid	4-coumaric_acid	4-guanidinobutanoic_acid	4-hydroxy-2-quinolinecarboxylic_acid	4-hydroxybenzoic_acid	4-pyridoxic_acid	5-oxo-proline	5deoxyadenosine	5methylthioadenosine	6-hydroxynicotinic_acid	abscisic_acid	adenine	adenosine	alanine	allantoin	allothreonine	alpha-aminoadipic_acid	arabitol	asparagine	aspartic_acid	azelaic_acid	betaine	biotin	bis_3-aminopropyl_amine	caffeic_acid	carnitine	cellobiose	chenodeoxycholic_acid	chlorogenic_acid	choline_o-sulfuric_acid	creatinine	cytidine	cytidine_2_3cyclic_mono-phosphoric_acid	cytosine	deoxycarnitine	deoxycytidine	deoxyuridine	ectoine	epinephrine	erythritol	ethylmalonic_acid	ferulic_acid	fumaric_acid	galactaric_acid	galactitol	galacturonic_acid	gluconic_acid	glucuronic_acid	glutamic_acid	glutamine	glyceraldehyde	glyceric_acid	guanidinoacetic_acid	guanine	guanosine	guanosine_3_5cyclic_monophosphoric_acid	gulonic_acid_gama-lactone	hippuric_acid	histidine	homoserine	hypoxanthine	indole-3-acetic_acid	inosine	isoleucine	isonicotinic_acid	itaconic_acid	lactic_acid	lactose	leucine	maleic_acid	malic_acid	malonic_acid	maltose	mannitol	melibiose	methionine	methyl_beta-galactoside	mevalonic_acid	myo-inositol	N-acetyl-alanine	N-acetyl-galactosamine	N-acetyl-glucosamine	N-acetyl-glutamic_acid	N-acetyl-leucine	N-acetyl-mannosamine	N-acetyl-phenylalanine	N-acetyl-serine	n-acetyl-tryptophan	N-acetylputrescine	N-alpha-acetyl-lysine	N-trimethyllysine	nicotinamide	nicotinic_acid	norleucine	norvaline	o-acetyl-serine	ophthalmic_acid	orotic_acid	palatinose	pantothenic_acid	phenylalanine	pipecolic_acid	proline	pyridoxine	pyruvic_acid	quinic_acid	raffinose	ribitol	riboflavin	S5adenosylmethionine	saccharic_acid	salicylic_acid	serine	shikimic_acid	sn-glycero-3-phosphocholine	sorbitol	sphingomyelin	stachyose	sucrose	syringic_acid	taurine	threonine	thymidine	trans-cinnamic_acid	trehalose	trigonelline	tryptophan	tyramine	tyrosine	uracil	uric_acid	uridine	valine	vanillic_acid	xanthine	xanthurenic_acid	xylitol	1-methyl-6_7-dihydroxy-1_2_3_4-tetrahydroisoquinoline	1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine	2-phosphoglyceric_acid	4-acetamidobutanoic_acid	4-aminobutanoic_acid	5-methylcytosine	isocitric_acid	lysine	ornithine	suberic_acid	trans-4-hydroxyproline	tryptamine	3-hydroxybutanoic_acid	arginine	citrulline	thymine	phenethylamine
Roots	5.076235309	7.852618849	5.599719575	5.799184887	6.166776928	5.420082767	6.777676831	4.676349527	6.953271142	6.687454182	5.374863072	5.722326306	7.051946771	4.39256657	5.819653862	5.980735746	5.182570173	6.365486055	5.557280681	6.710805706	6.404500722	5.049678696	7.076811669	6.482360653	6.843285507	4.70682564	7.256786775	5.279942449	6.345715944	7.507923522	8.989358381	6.865411025	6.148614979	6.019971412	5.353878005	NA	7.586223926	7.182615533	NA	8.266997762	NA	7.67784687	6.975702571	6.423611087	6.732725334	NA	6.505371426	7.33949243	5.467882964	5.921164961	4.273460482	6.461549011	6.228505917	5.513416245	NA	4.646166378	4.530436621	4.973336504	5.762211441	7.283155096	6.909100244	4.786836871	7.434876066	5.20641436	6.55099245	6.594737111	7.791736902	7.471118338	7.218654706	5.536271756	4.179156711	6.207967093	6.306337015	NA	6.130599276	5.025458107	4.891496866	5.661972926	NA	4.860748663	6.385507475	7.309859073	5.578409136	6.664357099	7.218654706	6.32515119	6.809757305	6.091558158	7.631075771	6.072974236	5.901276732	8.738238389	6.111400555	5.880008275	NA	5.444927306	8.084839128	5.33032396	6.056311804	5.849307623	5.158195553	4.740304913	5.849307623	4.919909236	5.397474259	NA	NA	NA	5.780548186	5.620340838	5.940231505	6.809757305	6.754573031	5.305027341	4.33732972	5.490079815	6.931257892	7.127567401	7.154846295	6.247298728	6.443845475	6.286428387	7.101338236	8.564765075	8.174111461	6.572994647	4.830465854	4.486228025	4.786836871	8.456450613	6.886755656	6.52761869	6.266808158	8.738238389	NA	7.402194603	9.305196837	6.188703739	4.572387813	6.999129538	NA	5.743075555	7.999322781	7.731410119	6.616225746	5.132381511	5.960565887	5.230365519	5.104698871	7.371505973	7.02647029	6.639870148	5.682755035	4.442772793	7.5455588	4.611407239	6.038588062	NA	NA	5.641389299	5.000421946	8.360734376	NA	5.702431894	NA	5.254108191	NA	4.946289693	7.921749871	NA	NA	6.000216099
Roots	4.543122056	7.882438656	5.68959273	5.91865959	6.281485164	NA	6.559086829	4.821147619	6.818529833	7.223102574	5.580344451	5.602591221	7.007509954	NA	5.512098553	5.938572015	4.915214075	6.077634503	5.390612653	6.796100811	6.385228991	5.164669793	7.277665718	6.405121178	6.220617582	NA	7.335952851	5.240090979	6.535603037	7.81569554	8.980905529	6.322213369	6.199061686	5.667854364	5.190020836	6.628476924	6.654006017	6.726653241	NA	8.333563475	4.9712227	7.75423493	6.888003523	6.425261941	6.981509467	NA	6.604888323	7.369316591	NA	6.05970837	NA	6.260600189	6.24063127	5.720465167	NA	4.999687907	4.179156711	4.625445748	5.646208459	7.643802881	7.14239112	4.311544234	7.474007877	5.07965045	6.582291828	6.177818041	7.305296111	6.678508457	7.185403965	5.414451137	NA	6.511328686	6.487780889	NA	5.853830182	NA	NA	4.884847647	6.137938446	4.65958118	6.097473513	6.957702508	5.536118004	6.865555295	7.185403965	6.343493737	6.923037034	5.981004201	7.552228347	5.833215738	5.752347236	8.600376129	5.959832567	5.367834985	4.759441711	5.292487626	8.046952315	5.31910876	6.156805538	5.781478081	5.051531082	4.943036103	5.781478081	4.852520765	5.025961683	NA	NA	NA	NA	5.875327599	5.811783155	6.923037034	6.842325869	4.49604763	NA	5.440093076	7.113785291	7.061762587	7.249485466	6.011814487	6.041491053	6.446493574	7.0876891	8.236429901	7.959417108	NA	5.26613658	NA	4.311544234	8.140409336	5.487680332	6.302185246	6.011814487	8.600376129	NA	7.512382099	9.305196837	6.465090531	4.690423902	6.703188454	5.464522017	5.215091474	8.792247565	7.435881681	6.118516181	5.10941926	5.720465167	5.558125468	4.400393337	7.401512508	6.749299823	6.773310591	5.624367923	4.45171554	7.595164594	4.586036068	5.89752207	NA	NA	5.344918056	5.138150118	8.429411644	6.364220045	NA	NA	4.790617533	4.724053033	NA	7.695005144	NA	NA	7.0354291
Rhizosphere	NA	NA	NA	7.293394868	NA	NA	NA	NA	NA	6.104479022	6.682949961	NA	NA	NA	4.368355238	NA	NA	NA	5.488910198	NA	NA	5.121271625	NA	NA	NA	5.960208082	7.094729182	NA	6.967009265	6.622006181	8.729684324	NA	NA	NA	5.37144662	NA	NA	NA	NA	NA	NA	8.205153274	NA	NA	6.057973108	4.491049066	NA	7.453513861	NA	5.311958034	NA	NA	NA	5.654147942	5.547189002	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.370438636	NA	NA	NA	NA	4.179156711	NA	6.4048037	6.35475042	NA	5.85669934	NA	6.797560722	NA	6.010928143	6.304315347	6.454331806	NA	NA	NA	NA	6.910227001	NA	7.54882724	NA	NA	5.050583899	7.883538118	5.186201223	NA	5.429965726	NA	7.227071299	NA	6.85444878	6.537751737	NA	NA	6.537751737	NA	4.841358739	NA	NA	NA	NA	7.030866495	NA	NA	NA	4.683276725	NA	NA	5.757421329	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.247134876	NA	NA	NA	5.6011237	5.805293062	NA	7.883538118	NA	NA	8.443462103	NA	NA	NA	7.162909608	4.599227798	9.305196837	NA	NA	NA	4.986322736	6.253585877	NA	7.661499465	NA	NA	NA	NA	NA	4.76598743	6.740551272	NA	6.203351117	NA	NA	NA	NA	5.909866089	NA	NA	NA	5.705955618	NA	6.15253655	4.917623702	NA
Rhizosphere	4.721321963	7.202685735	NA	NA	6.147517516	5.047435233	6.612996693	4.494600767	7.340931583	7.820523467	6.940674984	5.950526221	6.780860984	NA	5.50517211	NA	5.529502024	6.189098882	5.384710406	6.567768367	6.454028554	5.745228293	6.825609072	5.71328432	6.733892206	6.166405004	6.871670849	5.022277326	6.230466534	8.337327646	8.545732136	6.352676334	5.845552587	5.433490752	5.783985904	6.637272826	6.49736343	NA	NA	8.433542344	5.133310684	7.965591021	7.3743203	5.88860843	7.041663227	NA	7.516977024	7.600698731	5.408623291	6.394130278	NA	6.270548259	5.595974653	6.849273172	5.18536363	NA	4.276325841	4.623385777	NA	6.590607257	6.686790664	4.370711128	7.649020977	NA	6.413081403	5.866779133	6.963816955	6.473935	7.295635814	5.235133634	4.179156711	7.119934153	6.711118043	NA	5.660823973	4.688358741	5.28698442	4.818152065	7.014489006	NA	6.544940152	7.177215484	6.249996002	6.290760301	7.295635814	6.756711068	6.906105997	NA	7.148331374	5.99254348	6.068804265	8.879851534	6.662749043	5.55192925	5.260484394	5.573782232	8.145591777	5.362788435	6.108456876	5.920446203	4.967394412	4.787927101	5.920446203	4.657611528	4.881346056	NA	NA	NA	NA	5.617354362	6.051718785	6.906105997	NA	4.584023509	NA	5.803887144	7.067657139	7.227966638	7.406460355	6.209299143	7.556890115	6.434016615	7.093426888	7.887741087	8.052802261	6.128695322	5.682469763	NA	4.370711128	7.759877757	6.013037724	6.373365319	5.458308652	8.879851534	4.939621771	7.47915752	9.305196837	5.765048207	5.825354086	6.519870117	5.639403114	5.3132985	8.664544785	7.70030482	6.087913401	5.210136197	5.71328432	5.481129549	5.33933528	6.802765245	6.987519033	6.03291528	NA	4.541263551	7.441080514	5.104502435	6.331633295	NA	NA	5.074831	5.972252846	8.240930308	NA	5.160066656	NA	4.911858284	4.450396745	4.995845665	7.254700356	4.849306096	4.756749782	6.311539316
Rhizosphere	4.453048703	7.364187479	6.271857079	6.457394835	6.905047146	NA	6.189237879	4.692507967	7.16544487	8.135090496	6.951751754	6.355099959	6.928490048	NA	5.4942365	6.067497807	5.114348655	6.010570614	5.564630212	7.300425265	5.372892933	5.29812698	7.507672734	5.906258838	7.029015062	5.029727536	7.244440825	5.350417523	6.88137425	8.231818429	8.790394409	5.798479324	6.25094142	4.793328682	5.245060535	6.859237829	NA	NA	6.670337599	8.425182666	5.084483299	7.810744666	7.055788226	NA	6.719121275	NA	6.437749477	7.748437324	5.696418719	6.147130568	NA	NA	5.519010859	7.081980084	5.675023706	5.609189885	4.179156711	5.470632649	5.653009501	7.330845525	6.292384357	4.312243698	7.430545813	NA	6.596667847	5.738927921	6.765518166	5.446584345	7.568676062	4.918590528	NA	7.136283659	6.416474127	NA	5.862065488	NA	5.542704819	4.726914457	7.218404524	4.588067296	6.573768607	6.789412676	5.969186093	6.550535131	7.568676062	6.231154534	6.987602496	6.694952275	NA	5.717170239	5.759448528	8.597707736	6.313326323	5.143002785	5.325066142	5.220058981	7.953065921	5.396516652	6.166274018	6.040560221	NA	4.88837093	6.040560221	NA	4.855756278	NA	NA	NA	NA	5.884050233	6.376105007	6.987602496	NA	4.497509825	NA	5.926821229	6.619372299	7.272935808	6.811794383	5.778920309	6.128023174	6.502492787	7.468723106	7.638447	8.040938983	6.209767029	5.631365777	NA	4.312243698	8.329713051	5.055804064	5.989810282	4.975070377	8.597707736	4.401561849	7.193073561	9.305196837	6.086623202	4.661569299	6.10741599	6.397059493	5.271793678	8.979616021	7.39677109	5.820089997	4.946470995	5.587161076	6.333897624	6.835360906	7.689564488	6.644936969	7.107718293	6.4783209	5.16933227	7.877413504	4.762154358	6.525715377	NA	NA	4.824164118	5.947262876	NA	NA	NA	NA	4.544998468	4.6275246	5.420441257	5.840944532	5.003549485	5.194805701	6.741666622
Leaves	4.930921456	6.798200112	5.732371165	6.757271769	6.159150382	4.822653232	6.422217076	5.027824789	6.549128555	6.024064112	4.980348997	6.089532953	6.817987385	4.621796452	5.750875833	6.057209089	5.150746861	6.422217076	6.142542812	6.89938649	6.778664668	6.630321508	7.075146186	7.461288301	6.107679167	5.074460818	7.17212296	5.285570332	6.527468122	8.23413832	8.497222365	6.485973654	6.233458097	5.857953008	5.436950233	6.838815322	5.657767818	6.981509467	NA	8.599048631	6.609318772	7.743282136	6.177818041	7.003940843	7.264907959	5.478964625	7.52920287	7.854636771	5.217573675	6.39635617	4.708402553	6.215245093	5.876900367	4.508882932	4.267918093	4.795695327	5.521712024	6.005913394	5.768231579	7.288681906	6.859665974	5.811783155	7.028848158	5.331991624	7.341309385	6.736965986	7.692302814	7.428419292	6.706711779	7.370930327	4.905920416	6.919883395	6.19666927	4.587049331	6.652752085	5.580901364	5.195578769	4.739258411	5.713541115	4.328116955	5.676916764	7.19552188	5.26214632	6.940249444	6.706711779	7.097784262	7.133846594	7.05225252	7.313661841	6.5069486	6.268894188	8.106881421	6.322685133	5.638879104	5.784885749	5.695550626	8.704610869	5.896444785	6.359601685	5.551864012	5.969984543	5.3935644	5.551864012	5.005065866	5.353604702	4.85024944	5.308781112	5.458746964	6.041027508	5.499912646	5.619418862	7.133846594	NA	4.878636499	4.954900296	5.173438206	7.647500208	7.989161577	7.495730293	6.072529254	6.589514275	6.295995757	7.217635786	8.823354802	8.319983174	6.674456478	5.839597198	4.37949325	5.811783155	7.798177293	5.915158653	7.399063498	6.295995757	8.106881421	4.427783293	7.918230001	9.305196837	5.932558943	5.100686696	6.878726732	4.680101398	6.250702789	6.341419899	9.002798717	6.449751306	5.126419462	5.950649456	4.549631742	5.373022777	7.24033785	6.960635448	6.569331779	5.987892236	5.414451137	7.604903174	4.768830288	NA	NA	5.600477853	5.050167409	NA	8.403913704	6.378007147	6.125757274	6.466178818	5.239489445	4.179156711	4.652574898	7.565667899	NA	4.469723495	NA
Leaves	4.900666798	7.061271004	6.244792646	6.922514533	5.741003866	4.871768869	6.272995495	NA	6.433333148	5.833860951	4.813598904	5.930824919	7.258704859	NA	5.27333744	6.301382054	5.104880215	6.272995495	6.752589018	7.233643385	6.608939581	6.076790239	7.659982054	7.39836878	5.852747044	5.004606038	6.491065246	5.226004468	6.837769431	7.820156342	8.476585558	6.710517043	6.188338479	5.028403363	5.131521588	6.77471517	5.892718938	6.094897378	6.81611645	8.337041087	6.132350321	8.203584916	6.64240795	6.688066085	6.987062627	6.556508209	7.951301915	7.708170316	5.777348868	6.167120142	NA	5.721062707	5.297245869	4.693079667	4.270797233	NA	5.969742281	5.759575183	5.5208937	7.283961309	6.37743052	5.633271683	7.338159027	5.156460275	7.210142959	6.534792808	7.49939097	7.187101819	NA	7.011759011	4.541405883	6.608939581	6.060358687	NA	6.319864971	5.179974171	5.077528262	4.664992288	6.22668726	4.724290683	5.988475469	7.161052893	5.248640155	6.965169434	NA	6.795550911	7.061271004	6.85953603	7.463559063	6.149626103	5.912475815	8.073331543	6.206733217	4.435610663	6.007332657	5.683018336	8.69138863	5.476451815	6.043783774	5.398127209	5.582811427	5.051886497	5.398127209	4.842345283	4.978753131	4.478349179	5.366469944	4.927214545	5.949624047	6.114101629	5.542422415	7.061271004	6.879532251	4.756956124	4.179156711	5.202972632	7.429066025	7.534824273	7.30968557	5.663031369	6.414024554	6.577766231	6.731644859	8.995890134	8.337041087	6.665836976	5.34537608	4.541405883	5.633271683	7.615267461	5.872437732	7.36889418	6.358239845	8.073331543	NA	7.764207121	9.305196837	5.321831973	4.952358333	6.901112931	4.785827534	6.469901285	6.339149809	8.813609505	6.396569826	NA	6.026151246	4.386312815	5.498197144	7.134587957	7.108519052	6.512465293	5.814322028	5.794796343	7.573347984	NA	NA	4.634833627	5.603141431	5.432003964	4.599854583	8.581631841	6.452086207	5.701948138	6.943773969	5.455090156	4.332912484	NA	7.882024761	NA	NA	5.562307486
Roots	5.270515814	7.663903116	NA	5.744131439	6.298766838	5.702688262	6.710958737	4.651810647	6.981509467	6.733297335	5.485711961	5.94530502	7.109853306	4.274866483	5.88420501	6.157326299	5.036339105	6.239030232	5.346858247	6.592718947	6.379507048	5.090139035	6.91327788	6.478173448	6.868488768	NA	7.242172345	5.061965809	6.359120621	7.493891252	8.985853616	7.033979198	5.925619533	6.278734725	5.368990069	NA	8.160374536	7.084940397	NA	8.55554569	NA	7.616460431	6.890538777	6.089776541	6.501549464	NA	6.755621695	6.779239553	5.295930484	6.219432642	4.395847403	6.25827423	5.509397284	5.554667441	NA	5.146344494	4.535780721	4.578095099	5.661410474	7.217040639	6.800750043	4.855023841	7.388629911	5.220573574	6.570442334	6.399518486	7.836174189	7.775941392	6.834639721	5.414451137	NA	6.439058451	6.318536505	NA	5.82245555	NA	5.966372654	5.862930633	NA	4.682273918	6.19853261	7.571985274	5.463268437	6.418484858	6.834639721	6.177818041	7.151667074	6.006415781	7.29583378	5.722995037	5.597893039	8.023235812	5.98644619	6.062461148	4.617316392	5.196175389	7.715414233	5.532968686	5.905680848	5.773038674	5.244728844	4.984432039	5.773038674	4.809288219	5.576148737	NA	NA	NA	NA	5.682615313	5.842432657	7.151667074	6.663570113	5.640417472	4.446524223	5.171611974	6.638599752	7.05967284	7.324717206	6.958354222	6.614646946	6.523764848	6.935824948	8.348967132	8.44537957	NA	4.748565193	4.339654537	4.855023841	8.799336334	7.192563137	6.457881273	6.54803818	8.023235812	NA	7.531198945	9.305196837	6.120176122	4.929614292	7.420588445	NA	4.779977251	7.455908965	7.905422661	7.006721488	5.011340681	6.089776541	5.118895116	4.179156711	7.356591323	7.269573558	6.338884244	5.618880434	4.713987349	6.687129274	4.490349708	5.801494719	NA	NA	6.045069955	4.956163711	8.671827067	NA	6.026394044	NA	5.391268557	4.901610438	5.321997024	8.253806035	5.439398513	NA	6.138963092
Roots	5.171611974	7.420588445	5.640417472	5.966372654	5.88420501	5.118895116	6.54803818	4.535780721	7.033979198	7.269573558	5.842432657	5.702688262	6.958354222	NA	6.026394044	6.120176122	4.956163711	6.045069955	5.391268557	6.663570113	5.905680848	4.984432039	7.217040639	5.925619533	6.779239553	4.779977251	6.890538777	5.061965809	6.638599752	7.616460431	8.348967132	7.05967284	6.823017228	6.219432642	5.244728844	7.242172345	7.836174189	6.710958737	NA	8.985853616	NA	7.775941392	6.935824948	6.298766838	6.379507048	NA	5.270515814	7.905422661	NA	5.98644619	NA	6.478173448	5.036339105	6.177818041	NA	4.839784301	4.179156711	4.490349708	5.554667441	6.868488768	6.501549464	4.308830259	7.531198945	5.346858247	6.800750043	6.457881273	7.388629911	7.455908965	6.74417522	4.929614292	NA	6.523764848	6.25827423	NA	5.744131439	NA	4.682273918	5.576148737	6.359120621	4.748565193	6.318536505	7.324717206	5.618880434	6.239030232	6.74417522	6.062461148	7.097480749	6.592718947	7.356591323	5.463268437	5.368990069	8.730941642	6.19853261	5.509397284	4.617316392	5.414451137	7.983125883	5.321997024	6.439058451	6.089776541	4.809288219	5.146344494	6.089776541	4.713987349	5.196175389	NA	NA	NA	5.763603388	5.82245555	6.157326299	7.097480749	6.846228969	5.220573574	NA	5.532968686	6.570442334	7.137677773	6.981509467	6.278734725	6.418484858	5.722995037	6.91327788	7.663903116	8.253806035	NA	5.439398513	4.578095099	4.308830259	8.55554569	7.006721488	5.801494719	5.94530502	8.730941642	NA	7.571985274	9.305196837	6.338884244	5.295930484	7.165847776	5.782235603	5.090139035	8.069440468	7.192563137	6.687129274	4.870960689	5.862930633	5.682615313	4.446524223	7.493891252	7.29583378	6.614646946	5.661410474	4.395847403	8.160374536	NA	6.138963092	NA	NA	5.597893039	4.901610438	8.44537957	6.399518486	NA	NA	5.011340681	NA	5.485711961	7.715414233	NA	4.651810647	6.006415781
Roots	5.580641078	6.829395296	5.517243889	NA	5.954911229	5.239770785	7.019088642	5.192989106	7.068853608	7.144637907	5.916815202	6.448296038	6.862432498	5.038896955	5.642321217	6.066293021	4.962446141	6.596667847	5.360519001	6.883088609	6.509001932	4.910362655	7.196653924	5.935299165	7.323897731	4.732215615	6.926823047	4.936584034	6.227579826	7.867856858	8.685217551	7.48565899	6.177818041	6.371615669	5.313640208	NA	7.60037724	7.171790203	NA	8.809088011	4.699829851	7.693568334	7.117903613	6.274847378	6.665112082	NA	6.428481223	6.948456004	5.118529772	6.197789443	4.60557574	6.102765379	5.403410778	5.975176114	5.26401646	5.144983673	4.272104958	4.482229722	5.4942365	6.970365332	7.449455702	4.546600394	7.220200255	5.539422636	6.531290433	6.332335421	8.014339314	7.806455671	6.721628256	5.796953411	NA	6.553812807	6.293926392	4.881551473	5.74202829	4.9894841	5.856030324	5.836625326	6.122413568	4.640656174	6.158055667	7.748437324	5.68288927	6.753562832	6.721628256	6.465670348	7.283566242	6.352144998	7.520994847	6.050040533	5.559777374	8.326385297	6.486819531	6.409235581	4.821949959	5.601467201	7.936882921	5.662512779	6.227579826	5.886498072	5.16933227	4.793328682	5.886498072	4.764466074	6.083733441	NA	NA	NA	5.760869509	5.778920309	6.013574895	7.283566242	6.617737644	5.816944192	4.179156711	5.28881811	6.797219884	7.09309364	7.354429704	6.829395296	6.687766201	6.391197033	6.992757906	8.188892345	8.57344457	NA	NA	4.389390032	4.546600394	8.992700152	7.044389914	6.255113254	5.994271092	8.326385297	NA	7.415993679	9.305196837	5.702185371	4.670578774	7.558991595	5.450137431	5.426200361	7.385404927	8.466830803	6.905047146	5.014967107	6.575433466	5.090883783	4.335083691	7.244440825	7.645775505	6.641150009	NA	4.851312837	6.776169677	4.439136727	5.621739731	NA	5.380723117	6.313326323	5.216414931	NA	6.140396196	6.0322928	NA	5.338178776	NA	5.063683989	8.099248579	5.472271975	NA	5.721682658
Rhizosphere	4.297002922	7.763191911	NA	7.084053178	NA	5.047654526	5.879917573	NA	NA	8.046952315	7.374028928	5.121899609	6.650323515	NA	4.786322665	NA	NA	5.879917573	5.596365341	6.49821771	NA	5.567663911	6.891350547	NA	6.443485841	6.177818041	6.832175238	5.508525438	6.802356318	7.415993679	8.711510227	6.027752936	6.981509467	NA	5.014967107	NA	6.681870078	NA	NA	NA	NA	8.415134583	6.311011382	NA	6.862432498	5.28881811	5.383617546	7.564264138	NA	6.001423585	NA	NA	NA	6.71342709	5.624367923	NA	NA	4.179156711	NA	7.190820752	NA	4.474581121	NA	5.222321082	7.01575877	6.126976878	7.154607042	5.785467246	7.487902445	5.083945643	NA	7.257765558	6.284373955	NA	5.254345721	NA	6.052212035	NA	6.588805296	4.561917102	6.257523947	6.468269987	NA	NA	7.487902445	7.050601106	6.403781659	7.331419521	NA	5.947447218	5.838970226	8.2296844	6.773310591	4.979454894	5.760869509	5.322921331	7.623089552	5.190020836	6.742515101	6.21905108	NA	4.86640104	6.21905108	NA	4.906863917	NA	NA	NA	NA	6.074923596	NA	6.403781659	NA	NA	NA	NA	6.617737644	6.528279498	6.559086829	5.477557448	5.811783155	NA	7.292775944	6.951135703	8.559713156	NA	5.652247542	4.65958118	4.474581121	7.936882921	5.539422636	4.375807168	4.825542256	8.2296844	NA	7.843641629	8.924828602	NA	4.614670733	6.151287131	6.921360675	5.706842537	9.305196837	NA	5.734432003	5.414451137	5.447252767	6.337392171	4.943036103	7.223102574	6.100344403	NA	NA	NA	7.117903613	4.744872409	5.921502926	NA	NA	NA	5.975176114	NA	NA	6.364220045	NA	4.699829851	NA	5.157311879	7.687043208	5.355076551	5.680348554	NA
Rhizosphere	NA	5.864940756	NA	7.007782269	6.330620761	NA	NA	4.453496326	NA	8.537649142	7.588875162	NA	NA	NA	4.804105702	6.247822206	5.726749079	NA	5.670060563	6.941976851	NA	4.763063228	7.428735727	NA	6.358936147	5.836801084	6.692145732	5.950148235	6.973426866	7.724209848	8.912055573	5.698691403	7.480243965	NA	5.488358913	7.080042296	5.979106411	NA	NA	8.393375905	NA	7.809066182	NA	NA	6.192614672	5.255349899	4.382842057	7.900413318	NA	6.110832239	NA	NA	NA	7.298774116	6.30336108	NA	4.301129283	4.179156711	NA	NA	NA	NA	NA	NA	7.044857387	5.781215826	NA	NA	NA	4.929112372	NA	7.261885113	6.754987759	NA	5.611387645	NA	6.058752401	4.966576559	7.225245625	5.187898844	6.562940481	6.413477046	NA	6.137583566	NA	6.163066639	6.864536288	7.115136708	NA	5.808136936	5.521311977	8.197038125	6.221026577	4.514444355	5.115994644	5.422710954	7.531961371	5.03955787	6.468003451	6.641842621	NA	4.889549937	6.641842621	NA	4.846401515	NA	NA	NA	NA	6.787139106	NA	6.864536288	7.384564616	4.574622522	NA	5.581836619	5.641005499	6.593940666	6.033809623	NA	5.922930843	NA	NA	6.275566918	7.153592667	6.531066037	5.755152429	NA	NA	NA	5.344245128	NA	5.075963801	8.197038125	NA	6.441959975	8.008748988	NA	5.291290726	5.221717598	7.653649864	5.894626479	9.305196837	NA	5.344245128	5.456962278	5.153550664	6.817073324	5.004841026	7.19142405	6.00660813	NA	NA	NA	7.339771411	4.672759456	6.910756025	NA	NA	4.716108429	6.724331893	8.6981942	NA	NA	NA	4.628221796	NA	5.390385615	6.387190194	5.55212917	6.083080907	6.499372705
